,Country Name,Country Code,Renewable electricity output (% of total electricity output),Electric Power Consumption (kWh per capita),C02 Emmissions (metric Ton per capita),Population density (people per sq. km of land area),GDP growth (annual %)
30,Costa Rica,CRI,91.8419500688028,1942.83276450512,1.5652020051194502,91.8135526831179,4.79691991858162
116,Namibia,NAM,97.8088861838101,1660.75568256375,1.54212943050432,2.66586986359606,5.0616820132676
100,Lower middle income,LMC,19.6281548711746,697.990856577238,1.41312286440555,119.930413349525,5.07571323937921
2,Angola,AGO,60.7994842037395,219.253430320483,1.36118105470339,20.139513114622602,8.54214733662195
148,South Asia (IDA & IBRD),TSA,17.194764154073802,637.222116829657,1.35780829393307,352.87015805724195,5.50198593146175
147,South Asia,SAS,17.194764154073802,637.222116829657,1.35780829393307,352.87015805724195,5.50198593146176
45,El Salvador,SLV,60.237293570626896,915.689404950975,1.06813421711041,301.05805984556,2.81550182179528
65,Honduras,HND,49.302325581395394,636.638898439951,1.06054400047404,77.2248726427742,4.12868774866939
54,Fragile and conflict affected situations,FCS,41.238528212587795,502.397442596554,1.03421350435309,41.0457953468654,7.80917214319932
132,Philippines,PHL,28.4444810136998,664.121469473959,0.9328510352738291,326.03091524969,6.896951710574781
70,IDA blend,IDB,31.6415581907042,374.672829916312,0.924844422140203,109.47494467165701,4.49220002151725
128,Pakistan,PAK,31.0605981794538,427.847975887631,0.908401634491612,242.94504332710702,3.5070334200968905
152,Sub-Saharan Africa (IDA & IBRD countries),TSS,24.0912316955305,496.583800572045,0.862584180021535,43.20269244133571,3.96407442049798
151,Sub-Saharan Africa,SSF,24.0912316955305,496.583800572045,0.862584180021535,43.20269244133571,3.96407442049798
153,Sub-Saharan Africa (excluding high income),SSA,24.1335626151068,493.846837718069,0.8590943210214279,43.1444712503067,3.96945352495732
130,Paraguay,PRY,99.99501950693121,1359.0257247825698,0.822882056437798,16.162879436194302,-0.538512942503061
61,Guatemala,GTM,66.8827029324267,550.265993466894,0.804004440012009,137.942721164614,2.9698574079877997
150,Sri Lanka,LKA,29.2412402319133,524.3084455324359,0.786362790697674,325.70562908627005,9.144572246425671
120,Nicaragua,NIC,42.8181592656909,569.324730055498,0.771706299312364,49.7135283363803,6.49674729903211
175,"Yemen, Rep.",YEM,0.0,193.804008617107,0.7640214523835028,46.35334962213761,2.3928856820532003
122,Nigeria,NGA,19.7136487145544,156.797185498593,0.711652786389318,183.61251139146,4.2300611751055595
29,"Congo, Rep.",COG,58.05882352941179,214.624723792614,0.656941446916521,13.2070219619327,3.79997131252208
177,Zimbabwe,ZWE,60.393349994567004,608.762504926562,0.6003027342997951,33.9023678428331,16.6654287684678
141,Senegal,SEN,9.82608695652174,215.490370050241,0.5904634617349019,69.609884173895,5.11739423674786
59,Ghana,GHA,67.1240851630073,342.200582856528,0.571706966593784,114.250017579327,9.29278940459677
136,Pre-demographic dividend,PRE,45.9471903793222,233.885629667785,0.562620171495495,43.597170660833704,5.56180916321026
72,IDA total,IDA,42.0886151273382,310.930146388748,0.539148890283452,63.8385405725111,4.593354225839151
13,Benin,BEN,0.0,93.12127720456921,0.49374525143156,86.28279531748849,4.811223315687999
10,Bangladesh,BGD,1.60001647378609,283.46216563492,0.44812794347778295,1160.0814857494,6.5214350783733295
31,Cote d'Ivoire,CIV,26.439566704675002,234.787017220066,0.431247826862605,67.7584528301887,10.7065041034855
157,Tajikistan,TJK,99.56403911865209,1761.05277126441,0.37206277972808294,56.264897113461,7.48617522370516
20,Cambodia,KHM,37.6569037656904,207.233147236208,0.369169715625785,83.73246091094491,7.31334550530008
160,Togo,TGO,84.68468468468471,144.379667150245,0.355666909317021,124.541404669976,6.54350703065616
71,IDA only,IDX,50.2666951618968,269.460059767158,0.34328213580847694,52.764890276768206,4.69535531313643
95,Least developed countries: UN classification,LDC,52.494213984108704,184.651526192622,0.28808872586387296,49.3653451597916,4.76563198818864
85,Kenya,KEN,74.77653973307208,150.43949033238502,0.282818574394707,77.91300910145131,4.563209130711201
21,Cameroon,CMR,75.36507936507941,247.425375138479,0.28041919518240993,45.45126187302999,4.543265015667361
176,Zambia,ZMB,99.8544631306598,733.211979353647,0.25426686717656893,19.458320666137602,7.59759321053188
63,Heavily indebted poor countries (HIPC),HPC,67.2814271281391,198.345680299864,0.24888289237335298,37.988486307253105,5.43071397881209
115,Myanmar,MMR,72.36302646291459,156.009007560592,0.233869444676008,78.716524534946,7.332670447154679
117,Nepal,NPL,99.4650900900901,120.897246529086,0.21697773037891,188.27946982909,4.78119225754814
62,Haiti,HTI,20.0909090909091,46.1421549069206,0.214634184410585,371.949564586357,2.8922401722722406
158,Tanzania,TZA,32.1882268742172,97.80568212758008,0.20286286285307698,53.1186283585459,4.500153559821269
114,Mozambique,MOZ,99.86153237504949,459.96709602291804,0.125514265415333,31.616582313894,7.25843925258778
121,Niger,NER,0.0,49.3391725888191,0.0991181831091333,14.0484653035446,10.5999073974466
47,Ethiopia,ETH,99.8419388830348,57.210970473736296,0.0918658391203138,92.72697099999999,8.647811633374161
28,"Congo, Dem. Rep.",COD,99.88176563321069,112.18365979145399,0.0348525929457124,30.4451807414922,7.08689894671942
